sample-name,FUS NF1 PIM1 HRAS TIAM1 MEN1 MCF2 ALK TSC2 RARA SMAD4 ETS1 RAF1 AFF4 SRC BCL6 MYB APC LMO1 PAX5 KIT ROS1 RET SMAD2 WRN JUN AXL TAL2 NFKB2 FES BCR CSF1R CBFA2T2 SET NPM1 VHL NRAS MDM2 DCC MYC MYH11 BRCA1 RB1 LYL1 MAS1 BCL3 BRCA2 ERG TAL1 PTEN CDKN2A NOTCH1 EPS15 WT1 ERBB2 REL FGF3 LCK IL3 CBFB PBX1 TP53 BCL2 AKT2 PML EGFR LMO2 SKI NF2 DEK ABL1 KRAS RUNX1 ATM TP53 SRC APC FBXW7 EGFR ALK DDR2 CTNNB1 KRAS TERT AURKA HNF1A VHL PTPN11 PTEN ESR1 BRAF GNA11 KIT RHOA RET KDR FGFR1 GNAS FOXL2 SMAD4 PDGFRA SMARCB1 SMO IDH1 ERBB4 ERBB3 ROS1 FGFR2 MET IDH2 NRAS RB1 MLH1 STK11 CDH1 FGFR3 GNAQ HRAS CDK4 MAP2K1 H3F3A AKT1 PIK3R1 NOTCH1 CDKN2A ATM TP53 SRC APC FBXW7 EGFR ALK DDR2 CTNNB1 KRAS TERT AURKA HNF1A VHL PTPN11 PTEN ESR1 BRAF GNA11 KIT RHOA RET KDR FGFR1 GNAS FOXL2 SMAD4 PDGFRA SMARCB1 SMO IDH1 ERBB4 ERBB3 ROS1 FGFR2 MET IDH2 NRAS RB1 MLH1 STK11 CDH1 FGFR3 GNAQ HRAS CDK4 MAP2K1 H3F3A AKT1 PIK3R1 NOTCH1 CDKN2A
Nextera-Agilent-1501199,41.4400050718 41.1688350409 41.1660423953 41.4435540472 41.3820851403 40.6778338619 41.727132903 41.3661722567 41.5045386953 41.4035672731 40.7214145886 41.3175610071 41.5434010203 41.492850048 41.7829617939 40.6952847218 40.9094832092 39.7363249152 41.7353161085 41.6691495519 41.8729217324 41.4994339361 41.3079686309 42.3499162107 42.0238931194 39.8638723277 41.9713439262 40.7236744134 40.1567137413 40.1712389908 40.9501398718 40.9945753261 41.932532733 40.6676410619 37.7449859123 40.000934966 43.153010249 41.3534637336 42.156449905 39.6638834096 41.8703949608 40.6535791415 41.4534568873 40.3810103778 40.3443973435 41.6335134198 39.6720440323 40.9574279546 40.7611571066 40.7076855467 40.5238222671 40.4185033745 42.2127452898 41.5648599244 41.0376520215 40.7169651314 40.9967409444 40.5089994229 40.8283889971 42.088452644 41.8081868102 41.2468684756 40.9788803736 41.3675641169 40.5221999616 41.6469061404 41.8953008744 40.5030155565 41.6434762354 41.8784353039 40.4393749897 43.0498959839 40.6340651995 41.3071754702 41.2468684756 41.7829617939 39.7363249152 41.9857716096 41.6469061404 41.3661722567 41.7717165198 41.0179569319 43.0498959839 40.7215134814 41.0167981543 39.5830223556 40.000934966 40.1577176192 40.7076855467 40.9971519583 41.9965619407 41.2790254489 41.8729217324 43.1459482594 41.3079686309 41.9962852991 41.3255380537 40.2495998337 40.3470480494 40.7214145886 41.2379818493 41.9269923162 41.1923843538 41.7511619527 41.7611731323 40.9948351464 41.4994339361 41.8790584992 41.3402586989 42.3738495592 43.153010249 41.4534568873 40.9737407964 40.419124277 41.7502682799 41.0688123 41.6819840043 41.4435540472 40.5420230983 40.9373849312 39.502786473 41.3591774566 40.7584600641 40.4185033745 40.5238222671 41.3071754702 41.2468684756 41.7829617939 39.7363249152 41.9857716096 41.6469061404 41.3661722567 41.7717165198 41.0179569319 43.0498959839 40.7215134814 41.0167981543 39.5830223556 40.000934966 40.1577176192 40.7076855467 40.9971519583 41.9965619407 41.2790254489 41.8729217324 43.1459482594 41.3079686309 41.9962852991 41.3255380537 40.2495998337 40.3470480494 40.7214145886 41.2379818493 41.9269923162 41.1923843538 41.7511619527 41.7611731323 40.9948351464 41.4994339361 41.8790584992 41.3402586989 42.3738495592 43.153010249 41.4534568873 40.9737407964 40.419124277 41.7502682799 41.0688123 41.6819840043 41.4435540472 40.5420230983 40.9373849312 39.502786473 41.3591774566 40.7584600641 40.4185033745 40.5238222671
Nextera-Agilent-GIAB,41.0448791477 40.9624667042 40.6902902914 41.0545079173 41.1434456452 40.1096649226 41.4787948037 40.9935439229 41.1875955746 40.8849847062 41.1692152304 40.9119385104 41.4577369818 41.0278757637 41.4127408638 40.658690968 40.6516718287 39.6654558927 40.5443996746 41.4197994722 41.1588297051 41.1040360234 41.0903389635 42.0312492353 41.2938707045 40.1436435464 41.1845603868 40.508457591 39.893203993 40.6896616301 40.675660696 41.2548808769 41.0680827838 40.0844385782 38.6878704454 41.6833475756 42.5768765596 41.3678136212 42.0782690343 39.516979341 41.743880749 40.4309844531 41.0734255548 40.2315710719 40.5164032411 42.400430492 39.3865021718 41.2567341262 40.6049553679 40.2046433682 40.0660932334 40.5897167308 41.6531693634 41.3949229751 40.9323781658 40.6290102553 41.1958157252 40.252170693 40.9902640847 42.2793398047 40.8729979591 41.0103662122 40.7845606285 41.246107747 40.1166391983 41.3214937718 39.409690877 40.5037267738 41.2333107279 42.4501071962 40.21415934 42.2076340952 40.5551498336 40.9027195983 41.0103662122 41.4127408638 39.6654558927 41.5424482694 41.3214937718 40.9935439229 41.7431173401 40.5645748417 42.2076340952 40.5449873631 40.6520080838 39.8791127384 41.6833475756 39.7527473474 40.2046433682 41.4727360967 41.5698149213 41.7155861838 41.1588297051 41.4386874366 41.0903389635 41.5498132306 40.9502877557 39.9568576312 40.1778970248 41.1692152304 41.209587426 41.5145669112 41.1518672958 41.5459899461 41.7946472538 40.4531480731 41.1040360234 41.5613113143 40.9442252873 41.5177178472 42.5768765596 41.0734255548 40.8693480844 40.458545073 41.2948112284 41.5369121049 41.5052728086 41.0545079173 40.6867748967 41.0723199695 39.1528899047 41.030097905 39.9623940485 40.5897167308 40.0660932334 40.9027195983 41.0103662122 41.4127408638 39.6654558927 41.5424482694 41.3214937718 40.9935439229 41.7431173401 40.5645748417 42.2076340952 40.5449873631 40.6520080838 39.8791127384 41.6833475756 39.7527473474 40.2046433682 41.4727360967 41.5698149213 41.7155861838 41.1588297051 41.4386874366 41.0903389635 41.5498132306 40.9502877557 39.9568576312 40.1778970248 41.1692152304 41.209587426 41.5145669112 41.1518672958 41.5459899461 41.7946472538 40.4531480731 41.1040360234 41.5613113143 40.9442252873 41.5177178472 42.5768765596 41.0734255548 40.8693480844 40.458545073 41.2948112284 41.5369121049 41.5052728086 41.0545079173 40.6867748967 41.0723199695 39.1528899047 41.030097905 39.9623940485 40.5897167308 40.0660932334
Nextera-IDT-0720ME25,42.7979258655 42.4207418671 41.6799342113 43.1182610523 42.7222157651 41.2730176556 43.9594357569 42.4788609417 43.0085912487 42.4995557298 43.4970965524 42.7361499661 43.144804892 42.5900943437 42.595414279 42.4867215751 43.8157733312 41.4798636295 43.45415801 43.3044999178 42.7197011686 42.7577515068 42.9806471908 43.2741025612 43.3759278498 42.165146718 43.8392924673 41.3340697166 42.122504951 42.5205505509 43.7895993483 42.7655651958 43.4389849346 43.8337132851 42.7595743774 42.6720229594 43.7875242469 42.3729711767 43.3886847328 41.3806826026 42.6873030835 42.2280795074 43.4299028922 42.0341711563 41.2741034502 45.5348871346 41.4567465909 42.7724272981 42.3108153765 44.2181513189 42.5252873781 42.510302662 43.7343186233 43.2173062581 42.4312228273 41.3872436569 44.1847882796 42.2072688508 42.350990058 44.4264392869 43.4865929278 44.373338591 40.5712551135 42.4969753653 41.1309442208 43.1391151255 44.2066254056 42.800965871 43.3180960496 42.8254195699 42.2022896215 42.9909327099 42.4786543855 42.9314594332 44.373338591 42.595414279 41.4798636295 42.4905463104 43.1391151255 42.4788609417 43.1290294258 42.1354475222 42.9909327099 42.5846146614 43.3105769363 41.2859337449 42.6720229594 43.351099949 44.2181513189 42.3362752979 43.8587387543 42.833712608 42.7197011686 43.7899923282 42.9806471908 43.3950516388 43.0029224812 42.2048491385 41.6936780834 43.4970965524 42.7826287669 43.2508769221 42.7560945275 42.3050644225 43.6424507584 42.0992290119 42.7577515068 43.5836649974 42.471789999 44.0596566045 43.7875242469 43.4299028922 42.5490000888 42.6839378722 43.286564477 42.641092296 43.8287523706 43.1182610523 42.837338014 43.6532819846 44.0814992585 43.3911729726 43.2782079802 42.510302662 42.5252873781 42.9314594332 44.373338591 42.595414279 41.4798636295 42.4905463104 43.1391151255 42.4788609417 43.1290294258 42.1354475222 42.9909327099 42.5846146614 43.3105769363 41.2859337449 42.6720229594 43.351099949 44.2181513189 42.3362752979 43.8587387543 42.833712608 42.7197011686 43.7899923282 42.9806471908 43.3950516388 43.0029224812 42.2048491385 41.6936780834 43.4970965524 42.7826287669 43.2508769221 42.7560945275 42.3050644225 43.6424507584 42.0992290119 42.7577515068 43.5836649974 42.471789999 44.0596566045 43.7875242469 43.4299028922 42.5490000888 42.6839378722 43.286564477 42.641092296 43.8287523706 43.1182610523 42.837338014 43.6532819846 44.0814992585 43.3911729726 43.2782079802 42.510302662 42.5252873781
Nextera-IDT-110465,43.1847625224 44.0570575527 43.375242014 44.622616761 44.245457522 43.0014334155 45.3154396559 43.9031222409 44.0119218092 43.2274296456 42.9686179997 44.6828655073 43.8082578981 43.5159042332 43.6054399585 43.4596243851 43.860663908 42.6304339911 42.9575990218 43.5527119321 43.8057010622 44.0800070085 43.7210163167 44.9377724291 44.7244847378 42.2696833821 44.276573277 43.5064257143 43.5319217368 43.2191061956 45.2157623468 43.5743351657 43.7926747189 44.7703298497 45.2903821418 43.4164912062 45.449257899 44.0030756779 44.1198545742 42.8841125087 43.8910052185 43.4275226832 44.3245554009 44.0195583212 42.4865778314 46.5376476499 42.1245679341 44.0740259804 42.8723114706 44.6807544385 44.2984229964 43.1416654851 44.4313473396 44.9653171886 43.4901944629 42.4523946767 44.250932229 43.140061114 44.8407979766 45.8752711105 43.3574095281 44.412882205 40.092771727 43.0843947461 41.7039281434 44.0111723957 44.7512565279 43.4929502701 44.2162649515 44.3315322195 43.1001750541 45.8791450703 43.8878096817 44.0052515315 44.412882205 43.6054399585 42.6304339911 43.8054619705 44.0111723957 43.9031222409 43.2779357241 44.0729420981 45.8791450703 43.5787140251 43.6032188277 42.0595574884 43.4164912062 44.4485914107 44.6807544385 44.5168828063 44.8362129592 42.341724048 43.8057010622 44.4880524626 43.7210163167 44.802692725 43.4186740598 42.4287495277 42.2956656498 42.9686179997 44.1439744223 43.5012635675 43.9890646873 44.1781861071 44.5422192354 43.8707344585 44.0800070085 43.9007556263 43.5767304124 44.2751286355 45.449257899 44.3245554009 44.4989586282 43.7348532379 44.0690353903 43.3629961174 44.2188529235 44.622616761 44.2276196714 44.5460990201 43.6981128708 43.5099770416 43.3835326558 43.1416654851 44.2984229964 44.0052515315 44.412882205 43.6054399585 42.6304339911 43.8054619705 44.0111723957 43.9031222409 43.2779357241 44.0729420981 45.8791450703 43.5787140251 43.6032188277 42.0595574884 43.4164912062 44.4485914107 44.6807544385 44.5168828063 44.8362129592 42.341724048 43.8057010622 44.4880524626 43.7210163167 44.802692725 43.4186740598 42.4287495277 42.2956656498 42.9686179997 44.1439744223 43.5012635675 43.9890646873 44.1781861071 44.5422192354 43.8707344585 44.0800070085 43.9007556263 43.5767304124 44.2751286355 45.449257899 44.3245554009 44.4989586282 43.7348532379 44.0690353903 43.3629961174 44.2188529235 44.622616761 44.2276196714 44.5460990201 43.6981128708 43.5099770416 43.3835326558 43.1416654851 44.2984229964
Nextera-IDT-1501199,42.4868611389 43.1036395691 42.2546245184 42.8457676019 43.1365873613 41.6492358893 43.4514185403 42.5363047984 42.5983830968 42.6025231129 42.9758666569 42.4127063104 44.191823468 42.8370373393 43.0724280462 42.2967438206 43.5395465043 41.4044193301 42.6984335401 44.1905238102 43.1012823079 43.0044542795 42.5696628271 43.2048863267 43.9925015331 40.711070794 43.283358631 42.2724267464 41.9770403562 42.6307687045 43.3218680796 42.3897510845 44.6451957313 44.1080527572 41.8061622185 43.7635688995 43.997131415 42.3988312455 44.1232785846 41.9153301911 42.8539214897 42.6242367646 43.8047452157 42.8560886596 41.0137570322 45.2226475075 41.5318087837 43.3006107362 42.4379695623 43.0852813303 42.2243850519 42.1784852756 43.4766912016 44.3790514349 42.4743344054 41.9455311076 43.2337796584 42.2188185477 40.9727724537 46.7439195149 42.8551487473 41.8834477648 42.8642678803 42.5256445304 41.5862349887 43.3301116353 44.5891866016 42.7170176671 43.9750541905 42.2988703916 42.2772003507 42.9181629733 42.8633724503 42.9340742412 41.8834477648 43.0724280462 41.4044193301 41.6445850469 43.3301116353 42.5363047984 43.5251584442 42.7144579701 42.9181629733 42.6266696591 43.1996094976 41.5591857993 43.7635688995 43.5576959133 43.0852813303 42.9469521189 43.6049551015 42.0848238871 43.1012823079 44.2065520524 42.5696628271 43.4214650021 43.4607035789 41.7570221082 42.5384891385 42.9758666569 43.1822256875 43.2020520182 42.2321248017 43.3517961865 43.7249115066 42.2918233378 43.0044542795 42.0713670742 41.9831916777 42.6425640644 43.997131415 43.8047452157 43.8469285048 43.1326756598 42.918164881 42.8145477507 43.9999488917 42.8457676019 43.6208335805 44.4102611186 43.6780305873 43.3991684445 43.1473217711 42.1784852756 42.2243850519 42.9340742412 41.8834477648 43.0724280462 41.4044193301 41.6445850469 43.3301116353 42.5363047984 43.5251584442 42.7144579701 42.9181629733 42.6266696591 43.1996094976 41.5591857993 43.7635688995 43.5576959133 43.0852813303 42.9469521189 43.6049551015 42.0848238871 43.1012823079 44.2065520524 42.5696628271 43.4214650021 43.4607035789 41.7570221082 42.5384891385 42.9758666569 43.1822256875 43.2020520182 42.2321248017 43.3517961865 43.7249115066 42.2918233378 43.0044542795 42.0713670742 41.9831916777 42.6425640644 43.997131415 43.8047452157 43.8469285048 43.1326756598 42.918164881 42.8145477507 43.9999488917 42.8457676019 43.6208335805 44.4102611186 43.6780305873 43.3991684445 43.1473217711 42.1784852756 42.2243850519
Nextera-IDT-GIAB,43.4047820639 43.821882257 43.567276092 42.3652741257 43.8152736892 42.5719273626 45.501015289 43.1185127349 43.6525181211 42.9833368034 43.8812716952 43.1236092122 44.7154999206 43.5502408425 43.7339490105 43.0475524862 43.5302861076 42.1053703342 43.9746195813 43.8857037119 44.5697576122 44.4338649426 43.3766217313 44.6614387349 44.9055022576 41.28748665 44.2569912413 42.8628530784 42.4963651002 43.3161996572 44.5364157011 43.6814309419 44.6245809916 43.9722829412 44.3634981345 44.273885428 43.8237354378 43.5473360337 43.9266597648 42.2384002063 43.2868414861 43.2569065057 44.0328554075 42.3304690553 43.50802677 46.3926676413 42.2663084865 43.9837559238 42.7398849525 44.6205849176 43.2363487886 43.0155943992 44.5257940616 44.5077687096 43.3229684663 43.5001472973 44.0609696766 43.6021264383 44.2153905356 46.5516718476 44.1028802051 44.3940198768 44.3405908674 44.1454362201 42.0439238493 44.4716995298 46.2374817932 43.8722450436 45.1219929008 44.5333683398 42.8491116355 44.8581032561 43.2691478763 44.0001788129 44.3940198768 43.7339490105 42.1053703342 43.4051124743 44.4716995298 43.1185127349 44.8049721266 42.9009071044 44.8581032562 43.4101742614 44.0117236202 41.7488967411 44.273885428 43.7915940038 44.6205849176 42.8599723314 43.8490310657 43.7836600647 44.5697576122 45.0811604124 43.3766217313 43.0634949485 43.8011205207 42.2378762731 42.0990631243 43.8812716952 44.4583242869 44.4511819585 42.9469796342 43.8310884043 43.7761112257 43.6114304569 44.4338649426 44.317496263 43.1470579892 44.4183027494 43.8237354378 44.0328554075 44.3942080638 42.9881418177 43.6186983204 43.5558788936 42.9087495972 42.3652741257 43.5497772473 44.4129894573 42.5356298626 43.8626069162 43.748529615 43.0155943992 43.2363487886 44.0001788129 44.3940198768 43.7339490105 42.1053703342 43.4051124743 44.4716995298 43.1185127349 44.8049721266 42.9009071044 44.8581032562 43.4101742614 44.0117236202 41.7488967411 44.273885428 43.7915940038 44.6205849176 42.8599723314 43.8490310657 43.7836600647 44.5697576122 45.0811604124 43.3766217313 43.0634949485 43.8011205207 42.2378762731 42.0990631243 43.8812716952 44.4583242869 44.4511819585 42.9469796342 43.8310884043 43.7761112257 43.6114304569 44.4338649426 44.317496263 43.1470579892 44.4183027494 43.8237354378 44.0328554075 44.3942080638 42.9881418177 43.6186983204 43.5558788936 42.9087495972 42.3652741257 43.5497772473 44.4129894573 42.5356298626 43.8626069162 43.748529615 43.0155943992 43.2363487886
Nextera-Roche-0720ME25,44.9081483503 43.953385774 43.6309920947 45.1568832708 44.0980491681 42.448313856 45.2344193202 44.1937874459 44.4752114119 44.8287278946 43.5270813561 42.8667930344 44.3934026738 43.1412635593 43.9091647948 43.4546201549 43.6915176884 42.604978823 44.6553285079 43.5495807371 45.2970990653 44.4691892522 43.9274496227 45.0110653446 44.6535200611 41.4240205263 43.8884339051 42.4878975494 43.0945421752 43.7994742815 44.2331327362 43.7634143255 45.1527987635 42.4097855654 41.7592717342 44.8167726729 45.0960732059 43.1739587435 44.2895373617 42.8435300991 43.8645879446 43.2270866373 43.6571875173 44.2231732548 41.9870709987 45.7703292702 42.788825766 44.3195168929 43.0674834156 43.9207490905 42.6288261224 43.3231744712 44.7676501113 43.9608516244 44.81794881 43.1774491939 44.0149770424 43.0368848287 44.3782643714 47.1128640135 45.0694554209 43.3745683075 44.3192240257 43.9396447332 42.8478308321 44.2626186486 43.5722471078 43.7790401469 45.124642296 43.9652593341 43.6167042707 44.9451367495 43.950829222 44.0779021696 43.3745683075 43.9091647948 42.604978823 44.1798196941 44.2626186486 44.1937874459 44.0506989166 44.3286065786 44.9451367495 43.1450618299 43.7039762128 42.9006529174 44.8167726729 44.678330446 43.9207490905 44.4366483301 45.6611575391 43.2595477493 45.2970990653 42.7124890594 43.9274496227 45.1195002122 44.2479658709 42.5404378153 43.3942348469 43.5270813561 43.7204277838 44.7366965549 42.7200775948 44.7756075445 44.1630459812 43.9090484991 44.4691892522 44.7373002197 43.5950468122 45.3764317324 45.0960732059 43.6571875173 44.8894119207 43.21688999 44.9709531084 44.0263695167 44.5905520621 45.1568832708 43.7496892489 43.0462334267 41.0609200115 43.9764096479 44.0799389333 43.3231744712 42.6288261224 44.0779021696 43.3745683075 43.9091647948 42.604978823 44.1798196941 44.2626186486 44.1937874459 44.0506989166 44.3286065786 44.9451367495 43.1450618299 43.7039762128 42.9006529174 44.8167726729 44.678330446 43.9207490905 44.4366483301 45.6611575391 43.2595477493 45.2970990653 42.7124890594 43.9274496227 45.1195002122 44.2479658709 42.5404378153 43.3942348469 43.5270813561 43.7204277838 44.7366965549 42.7200775948 44.7756075445 44.1630459812 43.9090484991 44.4691892522 44.7373002197 43.5950468122 45.3764317324 45.0960732059 43.6571875173 44.8894119207 43.21688999 44.9709531084 44.0263695167 44.5905520621 45.1568832708 43.7496892489 43.0462334267 41.0609200115 43.9764096479 44.0799389333 43.3231744712 42.6288261224
Nextera-Roche-110465,44.8976729646 43.9715224307 43.9964002077 43.3632503745 43.4261866988 42.4443579994 44.2182188314 43.7264985705 44.1280981432 43.9273501437 44.9293603811 43.6340589251 44.3872613951 43.1260169495 43.1157527659 42.9297348947 44.2756508002 42.109160643 43.6927967622 45.0828372258 44.3412534854 43.9241662289 44.067436761 44.571934903 44.1432964062 41.3660440901 44.5442624328 42.9942330256 42.9666032016 43.1543760201 43.8795089048 43.1483088107 43.5556113825 42.8617986703 42.5582861134 42.9004412005 44.7623929697 44.1924155525 44.3536993693 41.6030668898 43.7925078768 42.6882117011 44.2907976321 44.0083661521 41.8314632968 44.8122899831 42.1384554837 43.4726691572 43.3464689016 42.9416396946 42.5492062583 43.0305625086 44.6075398829 44.2689942757 43.9284161717 42.4384266505 42.6195199475 43.0465114944 43.9384923541 45.6322125594 43.1637121755 43.5871561053 42.4122434409 44.2081275038 42.1895357165 44.0044700048 44.4970815095 43.2859113926 45.1895584683 43.2659502626 42.6363252041 43.8449544284 44.1653177932 44.0331246771 43.5871561053 43.1157527659 42.109160643 43.8693915119 44.0044700048 43.7264985705 43.591402481 43.2475788235 43.8449544284 43.1405745891 43.5648475123 42.7519217951 42.9004412005 44.4974763577 42.9416396946 44.4805276702 44.529154226 44.0141611056 44.3412534854 43.3612461049 44.067436761 44.6058827497 44.4810630777 42.5502801546 43.1069752497 44.9293603811 43.9596082051 44.3016195814 43.2042067099 44.1198262925 44.6119909421 43.9281672845 43.9241662289 44.3164820868 43.2597011108 44.2318937251 44.7623929697 44.2907976321 44.5605168513 43.058969221 44.1016512422 43.5438736428 45.1987760015 43.3632503745 44.9976187984 44.4838897356 42.5775972473 43.2225118371 44.2415132234 43.0305625086 42.5492062583 44.0331246771 43.5871561053 43.1157527659 42.109160643 43.8693915119 44.0044700048 43.7264985705 43.591402481 43.2475788235 43.8449544284 43.1405745891 43.5648475123 42.7519217951 42.9004412005 44.4974763577 42.9416396946 44.4805276702 44.529154226 44.0141611056 44.3412534854 43.3612461049 44.067436761 44.6058827497 44.4810630777 42.5502801546 43.1069752497 44.9293603811 43.9596082051 44.3016195814 43.2042067099 44.1198262925 44.6119909421 43.9281672845 43.9241662289 44.3164820868 43.2597011108 44.2318937251 44.7623929697 44.2907976321 44.5605168513 43.058969221 44.1016512422 43.5438736428 45.1987760015 43.3632503745 44.9976187984 44.4838897356 42.5775972473 43.2225118371 44.2415132234 43.0305625086 42.5492062583
Nextera-Roche-1501199,44.835563458 44.1997640409 44.3939767266 43.7970809594 44.8234679774 42.5290692007 44.9737086682 44.405846577 44.4207027174 44.9554086507 44.0766859445 43.8343681654 46.1020712249 43.6952761631 44.1233717142 43.3324860747 44.5749776811 42.8625910188 44.7321036636 44.6567022625 44.9895188101 45.2593315265 43.8828288675 44.3691950888 45.5156226599 42.1084750443 44.8309871293 43.9394870532 43.6180826892 43.9782490555 44.406382527 43.7205395873 44.597874594 43.3611589174 44.0962604389 45.1365593236 44.9957428114 44.7218793488 44.8523469519 42.4973232857 43.7944695338 43.707834194 45.5897275147 44.81011997 43.1701599664 45.4962284659 42.8658198603 44.2177051318 43.2865844116 44.4970288267 42.6424598388 43.0800800845 44.6462662712 44.0616214684 44.2846844864 43.8827125072 43.4563503516 42.6894416032 44.0649649147 47.40117549 44.6658346815 44.5312046668 44.3048865974 44.3196877352 42.4606587861 45.3622878615 43.5885081371 43.8647185084 44.4955991567 44.3153503593 43.6283826155 45.5987855055 44.385320971 44.6511762825 44.5312046668 44.1233717142 42.8625910188 44.6731524152 45.3622878615 44.405846577 44.3542835329 44.5555374416 45.5987855055 43.2866748343 44.3326760981 42.514062713 45.1365593236 45.2124618367 44.4970288267 45.4250135444 45.8651652936 43.5454765827 44.9895188101 43.6870612152 43.8828288675 45.1842676327 44.8411831662 42.9212287689 43.6876234129 44.0766859445 45.2270718704 44.8127102417 44.116581328 44.4199627808 45.3412681927 44.6023782903 45.2593315265 45.4470096578 44.1576819756 44.7634439293 44.9957428114 45.5897275147 44.6854059756 42.8680696227 44.3295789386 43.8823390679 44.0784654006 43.7970809594 44.0376965973 43.913903626 42.6809413148 44.3010600243 44.1988004387 43.0800800845 42.6424598388 44.6511762825 44.5312046668 44.1233717142 42.8625910188 44.6731524152 45.3622878615 44.405846577 44.3542835329 44.5555374416 45.5987855055 43.2866748343 44.3326760981 42.514062713 45.1365593236 45.2124618367 44.4970288267 45.4250135444 45.8651652936 43.5454765827 44.9895188101 43.6870612152 43.8828288675 45.1842676327 44.8411831662 42.9212287689 43.6876234129 44.0766859445 45.2270718704 44.8127102417 44.116581328 44.4199627808 45.3412681927 44.6023782903 45.2593315265 45.4470096578 44.1576819756 44.7634439293 44.9957428114 45.5897275147 44.6854059756 42.8680696227 44.3295789386 43.8823390679 44.0784654006 43.7970809594 44.0376965973 43.913903626 42.6809413148 44.3010600243 44.1988004387 43.0800800845 42.6424598388
Nextera-Roche-GIAB,43.2790996323 43.207951034 42.4122875599 42.0052337041 42.437727361 42.095818412 44.0140650615 43.3547208894 43.1522200075 43.052939632 43.7650696379 43.2370260789 43.4221825108 42.7885229881 43.8103794591 42.8647082246 43.6654055237 41.6498183341 45.045905721 42.9153641118 44.6238363649 43.0344645875 43.3823530351 44.0607291501 44.1776989109 41.2325548841 43.6232382893 43.5353082543 42.5759488199 43.0181562945 43.2028728359 42.7876680204 43.0732845864 42.2836103909 42.7516633613 42.8205878231 44.2585684179 42.7146764865 43.8236598928 42.2556166682 43.0218133891 42.3753801948 43.571242724 44.2795891456 41.6881318985 45.343513116 41.4887485604 42.9783856082 43.7507002103 43.6208525071 41.6975870825 42.2753408525 44.3348241327 43.7186098359 43.1815990078 42.5523210091 43.1978904055 42.5869679645 44.4567530389 43.9865734214 43.4517733915 44.3177013882 41.9392626188 42.9133121408 41.7666759657 43.7820789303 42.5795571671 42.2280384367 44.0499864809 43.8756218431 42.2174370729 43.6365533568 43.0664559325 43.4935157464 44.3177013882 43.8103794591 41.6498183341 43.1682978131 43.7820789303 43.3547208894 42.4612390612 43.158871428 43.6365533568 42.9684807342 43.5033046144 41.7478827041 42.8205878231 43.210283374 43.6208525071 43.3140170076 44.2545975812 43.7135007737 44.6238363649 41.4443879373 43.3823530351 43.3686339774 43.6882943939 41.6258949587 43.202235661 43.7650696379 43.5915903821 43.4112379622 42.2374636336 44.5619503574 43.9632902268 43.5771269203 43.0344645875 43.6744563344 43.1370667161 43.5770406496 44.2585684179 43.571242724 43.0828008132 44.5009577289 42.9922879664 42.6385021035 44.4789880834 42.0052337041 43.3369987452 42.6148112819 41.0719388896 43.2548930034 43.8310664805 42.2753408525 41.6975870825 43.4935157464 44.3177013882 43.8103794591 41.6498183341 43.1682978131 43.7820789303 43.3547208894 42.4612390612 43.158871428 43.6365533568 42.9684807342 43.5033046144 41.7478827041 42.8205878231 43.210283374 43.6208525071 43.3140170076 44.2545975812 43.7135007737 44.6238363649 41.4443879373 43.3823530351 43.3686339774 43.6882943939 41.6258949587 43.202235661 43.7650696379 43.5915903821 43.4112379622 42.2374636336 44.5619503574 43.9632902268 43.5771269203 43.0344645875 43.6744563344 43.1370667161 43.5770406496 44.2585684179 43.571242724 43.0828008132 44.5009577289 42.9922879664 42.6385021035 44.4789880834 42.0052337041 43.3369987452 42.6148112819 41.0719388896 43.2548930034 43.8310664805 42.2753408525 41.6975870825
