sample,gene,quality
AgilentQXT-IDT-1501199_S8_L001,RB1,44.44661778986193
AgilentQXT-IDT-1501199_S8_L001,TSC1,44.55056269204727
AgilentQXT-IDT-1501199_S8_L001,MYH11,44.7788314788723
AgilentQXT-IDT-1501199_S8_L001,BRCA1,43.26136048474735
AgilentQXT-IDT-1501199_S8_L001,TNNI3,46.00722908488762
AgilentQXT-IDT-1501199_S8_L001,PRKAG2,44.865225553039586
AgilentQXT-IDT-1501199_S8_L001,CACNA1S,45.94936635209264
AgilentQXT-IDT-1501199_S8_L001,PMS2,44.327129804931076
AgilentQXT-IDT-1501199_S8_L001,TGFBR1,43.986749275389236
AgilentQXT-IDT-1501199_S8_L001,BMPR1A,43.53833073341499
AgilentQXT-IDT-1501199_S8_L001,TP53,45.72692426798959
AgilentQXT-IDT-1501199_S8_L001,WT1,44.69017147990925
AgilentQXT-IDT-1501199_S8_L001,LMNA,44.72424439711925
AgilentQXT-IDT-1501199_S8_L001,MYBPC3,45.822493848059416
AgilentQXT-IDT-1501199_S8_L001,BRCA2,41.835829465145714
AgilentQXT-IDT-1501199_S8_L001,COL3A1,45.49728417150203
AgilentQXT-IDT-1501199_S8_L001,TGFBR2,43.9275684053673
AgilentQXT-IDT-1501199_S8_L001,RET,44.91686661685554
AgilentQXT-IDT-1501199_S8_L001,SDHB,44.98083133563467
AgilentQXT-IDT-1501199_S8_L001,MYH7,44.753972576156144
AgilentQXT-IDT-1501199_S8_L001,DSP,42.91066029620397
AgilentQXT-IDT-1501199_S8_L001,LDLR,44.32615173654768
AgilentQXT-IDT-1501199_S8_L001,TSC2,46.059329123467
AgilentQXT-IDT-1501199_S8_L001,VHL,43.786050561401375
AgilentQXT-IDT-1501199_S8_L001,OTC,44.652720938466906
AgilentQXT-IDT-1501199_S8_L001,APOB,42.614745239827585
AgilentQXT-IDT-1501199_S8_L001,MEN1,43.72858619472416
AgilentQXT-IDT-1501199_S8_L001,SDHAF2,42.373980861191804
AgilentQXT-IDT-1501199_S8_L001,RYR1,45.54476006080749
AgilentQXT-IDT-1501199_S8_L001,TPM1,44.51004722518444
AgilentQXT-IDT-1501199_S8_L001,SDHC,44.274491608124904
AgilentQXT-IDT-1501199_S8_L001,STK11,45.99335698534308
AgilentQXT-IDT-1501199_S8_L001,MLH1,44.939792786245555
AgilentQXT-IDT-1501199_S8_L001,MSH2,43.56298849745869
AgilentQXT-IDT-1501199_S8_L001,APC,42.30564561685299
AgilentQXT-IDT-1501199_S8_L001,KCNH2,44.40195660014426
AgilentQXT-IDT-1501199_S8_L001,PCSK9,45.96951108721495
AgilentQXT-IDT-1501199_S8_L001,GLA,44.57499285027533
KAPAEnzyme-Twist-GIAB_S17_L001,SMAD3,42.06139589653306
KAPAEnzyme-Twist-GIAB_S17_L001,DSG2,41.783371563598806
KAPAEnzyme-Twist-GIAB_S17_L001,SMAD4,42.306217921686304
KAPAEnzyme-Twist-GIAB_S17_L001,KCNQ1,43.391063264946986
KAPAEnzyme-Twist-GIAB_S17_L001,ACTC1,41.67081009265157
KAPAEnzyme-Twist-GIAB_S17_L001,SCN5A,42.05461921069874
KAPAEnzyme-Twist-GIAB_S17_L001,MYL2,43.13894038293005
KAPAEnzyme-Twist-GIAB_S17_L001,DSC2,42.269934470598976
KAPAEnzyme-Twist-GIAB_S17_L001,PKP2,41.91210474807325
KAPAEnzyme-Twist-GIAB_S17_L001,PTEN,41.570613167741485
KAPAEnzyme-Twist-GIAB_S17_L001,MUTYH,42.08388220446347
KAPAEnzyme-Twist-GIAB_S17_L001,RYR2,42.64702047665788
KAPAEnzyme-Twist-GIAB_S17_L001,ATP7B,41.92594457402704
KAPAEnzyme-Twist-GIAB_S17_L001,ACTA2,42.87436985029211
KAPAEnzyme-Twist-GIAB_S17_L001,FBN1,42.8337007175032
KAPAEnzyme-Twist-GIAB_S17_L001,NF2,42.82874285945445
KAPAEnzyme-Twist-GIAB_S17_L001,TNNT2,43.70895059901805
KAPAEnzyme-Twist-GIAB_S17_L001,MSH6,40.87186267335543
KAPAEnzyme-Twist-GIAB_S17_L001,TMEM43,43.48572817443733
KAPAEnzyme-Twist-GIAB_S17_L001,MYL3,42.77956524592261
KAPAEnzyme-Twist-GIAB_S17_L001,RB1,42.049246567897924
KAPAEnzyme-Twist-GIAB_S17_L001,TSC1,42.1705745005634
KAPAEnzyme-Twist-GIAB_S17_L001,MYH11,42.683283636218846
KAPAEnzyme-Twist-GIAB_S17_L001,BRCA1,41.7526163824932
KAPAEnzyme-Twist-GIAB_S17_L001,TNNI3,42.910582651303656
KAPAEnzyme-Twist-GIAB_S17_L001,PRKAG2,43.01313099924073
KAPAEnzyme-Twist-GIAB_S17_L001,CACNA1S,42.805658524834435
KAPAEnzyme-Twist-GIAB_S17_L001,PMS2,41.84751429453707
KAPAEnzyme-Twist-GIAB_S17_L001,TGFBR1,42.936849621405074
KAPAEnzyme-Twist-GIAB_S17_L001,BMPR1A,42.26026653469988
KAPAEnzyme-Twist-GIAB_S17_L001,TP53,43.20564510829562
KAPAEnzyme-Twist-GIAB_S17_L001,WT1,42.469167929731896
KAPAEnzyme-Twist-GIAB_S17_L001,LMNA,41.79521308132917
KAPAEnzyme-Twist-GIAB_S17_L001,MYBPC3,42.64625483455257
KAPAEnzyme-Twist-GIAB_S17_L001,BRCA2,40.63000487428065
KAPAEnzyme-Twist-GIAB_S17_L001,COL3A1,42.835300039077595
KAPAEnzyme-Twist-GIAB_S17_L001,TGFBR2,41.90883115835353
KAPAEnzyme-Twist-GIAB_S17_L001,RET,42.72784839242358
KAPAEnzyme-Twist-GIAB_S17_L001,SDHB,44.737586329666385
KAPAEnzyme-Twist-GIAB_S17_L001,MYH7,42.47199632061283
KAPAEnzyme-Twist-GIAB_S17_L001,DSP,41.37415637184044
KAPAEnzyme-Twist-GIAB_S17_L001,LDLR,42.112759769919144
KAPAEnzyme-Twist-GIAB_S17_L001,TSC2,42.49585486542753
KAPAEnzyme-Twist-GIAB_S17_L001,VHL,42.084181496419504
KAPAEnzyme-Twist-GIAB_S17_L001,OTC,42.52299119390206
KAPAEnzyme-Twist-GIAB_S17_L001,APOB,41.031027959570665
KAPAEnzyme-Twist-GIAB_S17_L001,MEN1,42.29050529620304
KAPAEnzyme-Twist-GIAB_S17_L001,SDHAF2,41.20742852491124
KAPAEnzyme-Twist-GIAB_S17_L001,RYR1,42.48723207929689
KAPAEnzyme-Twist-GIAB_S17_L001,TPM1,42.57114967830683
KAPAEnzyme-Twist-GIAB_S17_L001,SDHC,42.836656230604945
KAPAEnzyme-Twist-GIAB_S17_L001,STK11,42.26234355969867
KAPAEnzyme-Twist-GIAB_S17_L001,MLH1,42.85410469458077
KAPAEnzyme-Twist-GIAB_S17_L001,MSH2,42.00786224481796
KAPAEnzyme-Twist-GIAB_S17_L001,APC,40.981449773975264
KAPAEnzyme-Twist-GIAB_S17_L001,KCNH2,41.41796456666074
KAPAEnzyme-Twist-GIAB_S17_L001,PCSK9,42.417159000793134
KAPAEnzyme-Twist-GIAB_S17_L001,GLA,42.931092414641284
KAPAEnzyme-IDT-0720ME25_S11_L001,SMAD3,46.17199318218627
KAPAEnzyme-IDT-0720ME25_S11_L001,DSG2,44.95417037809708
KAPAEnzyme-IDT-0720ME25_S11_L001,SMAD4,46.81630366783876
KAPAEnzyme-IDT-0720ME25_S11_L001,KCNQ1,46.90393190769435
KAPAEnzyme-IDT-0720ME25_S11_L001,ACTC1,46.06641188244122
KAPAEnzyme-IDT-0720ME25_S11_L001,SCN5A,46.199610778343896
KAPAEnzyme-IDT-0720ME25_S11_L001,MYL2,49.715373841986825
KAPAEnzyme-IDT-0720ME25_S11_L001,DSC2,45.60080525525975
KAPAEnzyme-IDT-0720ME25_S11_L001,PKP2,45.650415741705736
KAPAEnzyme-IDT-0720ME25_S11_L001,PTEN,45.992961043739115
KAPAEnzyme-IDT-0720ME25_S11_L001,MUTYH,46.0556548838251
KAPAEnzyme-IDT-0720ME25_S11_L001,RYR2,46.756314305194714
KAPAEnzyme-IDT-0720ME25_S11_L001,ATP7B,46.11532422230646
KAPAEnzyme-IDT-0720ME25_S11_L001,ACTA2,47.542629978859225
KAPAEnzyme-IDT-0720ME25_S11_L001,FBN1,46.4850907233341
KAPAEnzyme-IDT-0720ME25_S11_L001,NF2,46.84726059223127
KAPAEnzyme-IDT-0720ME25_S11_L001,TNNT2,48.493245632256716
KAPAEnzyme-IDT-0720ME25_S11_L001,MSH6,43.745813181733126
KAPAEnzyme-IDT-0720ME25_S11_L001,TMEM43,47.89842928961326
KAPAEnzyme-IDT-0720ME25_S11_L001,MYL3,48.0580373558776
KAPAEnzyme-IDT-0720ME25_S11_L001,RB1,46.494077570460114
KAPAEnzyme-IDT-0720ME25_S11_L001,TSC1,45.9387811082489
KAPAEnzyme-IDT-0720ME25_S11_L001,MYH11,46.12088165194312
KAPAEnzyme-IDT-0720ME25_S11_L001,BRCA1,45.31667787610058
KAPAEnzyme-IDT-0720ME25_S11_L001,TNNI3,47.15911311427893
KAPAEnzyme-IDT-0720ME25_S11_L001,PRKAG2,47.216710180533696
KAPAEnzyme-IDT-0720ME25_S11_L001,CACNA1S,47.24923896238163
KAPAEnzyme-IDT-0720ME25_S11_L001,PMS2,45.046869939703406
KAPAEnzyme-IDT-0720ME25_S11_L001,TGFBR1,45.87056255280854
KAPAEnzyme-IDT-0720ME25_S11_L001,BMPR1A,46.12495950113691
KAPAEnzyme-IDT-0720ME25_S11_L001,TP53,46.69993992566562
KAPAEnzyme-IDT-0720ME25_S11_L001,WT1,46.78539828419564
KAPAEnzyme-IDT-0720ME25_S11_L001,LMNA,45.70385654508849
KAPAEnzyme-IDT-0720ME25_S11_L001,MYBPC3,46.51559478347756
KAPAEnzyme-IDT-0720ME25_S11_L001,BRCA2,43.74840107327987
KAPAEnzyme-IDT-0720ME25_S11_L001,COL3A1,47.772805336042346
KAPAEnzyme-IDT-0720ME25_S11_L001,TGFBR2,46.49900521737931
KAPAEnzyme-IDT-0720ME25_S11_L001,RET,46.53086046821971
KAPAEnzyme-IDT-0720ME25_S11_L001,SDHB,47.00912923872784
KAPAEnzyme-IDT-0720ME25_S11_L001,MYH7,46.57085964192148
KAPAEnzyme-IDT-0720ME25_S11_L001,DSP,45.03834780603504
KAPAEnzyme-IDT-0720ME25_S11_L001,LDLR,45.86078410301615
KAPAEnzyme-IDT-0720ME25_S11_L001,TSC2,47.196607090696496
KAPAEnzyme-IDT-0720ME25_S11_L001,VHL,45.285863479118504
KAPAEnzyme-IDT-0720ME25_S11_L001,OTC,45.76289059996242
KAPAEnzyme-IDT-0720ME25_S11_L001,APOB,44.57182063743139
KAPAEnzyme-IDT-0720ME25_S11_L001,MEN1,45.654871697980624
KAPAEnzyme-IDT-0720ME25_S11_L001,SDHAF2,44.89972936302968
KAPAEnzyme-IDT-0720ME25_S11_L001,RYR1,46.358917572798994
KAPAEnzyme-IDT-0720ME25_S11_L001,TPM1,47.052335417025844
KAPAEnzyme-IDT-0720ME25_S11_L001,SDHC,46.187840081232004
KAPAEnzyme-IDT-0720ME25_S11_L001,STK11,45.691943950845825
KAPAEnzyme-IDT-0720ME25_S11_L001,MLH1,46.6579698182622
KAPAEnzyme-IDT-0720ME25_S11_L001,MSH2,45.005625616532846
KAPAEnzyme-IDT-0720ME25_S11_L001,APC,44.34287571524693
KAPAEnzyme-IDT-0720ME25_S11_L001,KCNH2,44.91021368827158
KAPAEnzyme-IDT-0720ME25_S11_L001,PCSK9,46.41103562428926
KAPAEnzyme-IDT-0720ME25_S11_L001,GLA,46.228192338260165
KAPAEnzyme-Roche-GIAB_S68_L002,SMAD3,40.55977857414054
KAPAEnzyme-Roche-GIAB_S68_L002,DSG2,38.70940788823184
KAPAEnzyme-Roche-GIAB_S68_L002,SMAD4,39.30793200772036
KAPAEnzyme-Roche-GIAB_S68_L002,KCNQ1,39.43546705686449
KAPAEnzyme-Roche-GIAB_S68_L002,ACTC1,39.38897710893999
KAPAEnzyme-Roche-GIAB_S68_L002,SCN5A,39.343165906416324
KAPAEnzyme-Roche-GIAB_S68_L002,MYL2,39.89575182523187
KAPAEnzyme-Roche-GIAB_S68_L002,DSC2,38.7341041170109
KAPAEnzyme-Roche-GIAB_S68_L002,PKP2,39.010917390374935
KAPAEnzyme-Roche-GIAB_S68_L002,PTEN,39.42294783442966
KAPAEnzyme-Roche-GIAB_S68_L002,MUTYH,39.08210303439465
KAPAEnzyme-Roche-GIAB_S68_L002,RYR2,39.30797433268733
KAPAEnzyme-Roche-GIAB_S68_L002,ATP7B,39.088160041412635
KAPAEnzyme-Roche-GIAB_S68_L002,ACTA2,39.8766415228791
KAPAEnzyme-Roche-GIAB_S68_L002,FBN1,39.6141532726431
KAPAEnzyme-Roche-GIAB_S68_L002,NF2,40.0359531547799
KAPAEnzyme-Roche-GIAB_S68_L002,TNNT2,40.090740962768436
KAPAEnzyme-Roche-GIAB_S68_L002,MSH6,38.34626779178043
KAPAEnzyme-Roche-GIAB_S68_L002,TMEM43,39.749015432360025
KAPAEnzyme-Roche-GIAB_S68_L002,MYL3,39.84918106896671
KAPAEnzyme-Roche-GIAB_S68_L002,RB1,39.35506358403421
KAPAEnzyme-Roche-GIAB_S68_L002,TSC1,39.268976323586024
KAPAEnzyme-Roche-GIAB_S68_L002,MYH11,39.472395233065654
KAPAEnzyme-Roche-GIAB_S68_L002,BRCA1,38.700582525912274
KAPAEnzyme-Roche-GIAB_S68_L002,TNNI3,39.51338241120943
KAPAEnzyme-Roche-GIAB_S68_L002,PRKAG2,39.24520801186424
KAPAEnzyme-Roche-GIAB_S68_L002,CACNA1S,39.402438088144955
KAPAEnzyme-Roche-GIAB_S68_L002,PMS2,39.12302136592431
KAPAEnzyme-Roche-GIAB_S68_L002,TGFBR1,39.318174444035506
KAPAEnzyme-Roche-GIAB_S68_L002,BMPR1A,39.17131268197825
KAPAEnzyme-Roche-GIAB_S68_L002,TP53,38.80843331830024
KAPAEnzyme-Roche-GIAB_S68_L002,WT1,39.23319315015097
KAPAEnzyme-Roche-GIAB_S68_L002,LMNA,39.22708621223594
KAPAEnzyme-Roche-GIAB_S68_L002,MYBPC3,39.11465657176881
KAPAEnzyme-Roche-GIAB_S68_L002,BRCA2,38.282660257657774
KAPAEnzyme-Roche-GIAB_S68_L002,COL3A1,39.38743674318333
KAPAEnzyme-Roche-GIAB_S68_L002,TGFBR2,38.92196496796428
KAPAEnzyme-Roche-GIAB_S68_L002,RET,39.229852489540555
KAPAEnzyme-Roche-GIAB_S68_L002,SDHB,39.758688431482156
KAPAEnzyme-Roche-GIAB_S68_L002,MYH7,39.116475907983265
KAPAEnzyme-Roche-GIAB_S68_L002,DSP,38.74376970512662
KAPAEnzyme-Roche-GIAB_S68_L002,LDLR,38.937939559882864
KAPAEnzyme-Roche-GIAB_S68_L002,TSC2,39.36893151246673
KAPAEnzyme-Roche-GIAB_S68_L002,VHL,38.98899923035839
KAPAEnzyme-Roche-GIAB_S68_L002,OTC,39.54374951136793
KAPAEnzyme-Roche-GIAB_S68_L002,APOB,38.33972210283486
KAPAEnzyme-Roche-GIAB_S68_L002,MEN1,38.645136291722494
KAPAEnzyme-Roche-GIAB_S68_L002,SDHAF2,38.84821418549197
KAPAEnzyme-Roche-GIAB_S68_L002,RYR1,39.24458497487209
KAPAEnzyme-Roche-GIAB_S68_L002,TPM1,39.55864934918895
KAPAEnzyme-Roche-GIAB_S68_L002,SDHC,39.223945620947646
KAPAEnzyme-Roche-GIAB_S68_L002,STK11,38.945935198812336
KAPAEnzyme-Roche-GIAB_S68_L002,MLH1,39.44267975085455
KAPAEnzyme-Roche-GIAB_S68_L002,MSH2,39.02674662422653
KAPAEnzyme-Roche-GIAB_S68_L002,APC,38.36974198638055
KAPAEnzyme-Roche-GIAB_S68_L002,KCNH2,38.76342051302623
KAPAEnzyme-Roche-GIAB_S68_L002,PCSK9,39.517678046166246
KAPAEnzyme-Roche-GIAB_S68_L002,GLA,39.02244810768168
Twist-IDT-1501199_S9_L001,SMAD3,44.86303554758733
Twist-IDT-1501199_S9_L001,DSG2,43.70402011569637
Twist-IDT-1501199_S9_L001,SMAD4,43.612924620526016
Twist-IDT-1501199_S9_L001,KCNQ1,45.11057891003322
Twist-IDT-1501199_S9_L001,ACTC1,45.06454751255538
Twist-IDT-1501199_S9_L001,SCN5A,44.4914025311879
Twist-IDT-1501199_S9_L001,MYL2,46.9519012305733
Twist-IDT-1501199_S9_L001,DSC2,43.915639916412324
Twist-IDT-1501199_S9_L001,PKP2,44.17527560598681
Twist-IDT-1501199_S9_L001,PTEN,44.36019133204839
Twist-IDT-1501199_S9_L001,MUTYH,44.872550437522456
Twist-IDT-1501199_S9_L001,RYR2,44.729996137728655
Twist-IDT-1501199_S9_L001,ATP7B,44.38576883157011
Twist-IDT-1501199_S9_L001,ACTA2,45.58913313354285
Twist-IDT-1501199_S9_L001,FBN1,44.49698647057438
Twist-IDT-1501199_S9_L001,NF2,46.05163159659045
Twist-IDT-1501199_S9_L001,TNNT2,47.06353507913206
Twist-IDT-1501199_S9_L001,MSH6,42.83927826483992
Twist-IDT-1501199_S9_L001,TMEM43,45.96097253974988
Twist-IDT-1501199_S9_L001,MYL3,45.552279800687124
Twist-IDT-1501199_S9_L001,RB1,45.20592395742576
Twist-IDT-1501199_S9_L001,TSC1,44.907528939301955
Twist-IDT-1501199_S9_L001,MYH11,45.08257196646459
Twist-IDT-1501199_S9_L001,BRCA1,43.44220551904523
Twist-IDT-1501199_S9_L001,TNNI3,45.32723507838772
Twist-IDT-1501199_S9_L001,PRKAG2,45.00200361775566
Twist-IDT-1501199_S9_L001,CACNA1S,45.4577197613867
Twist-IDT-1501199_S9_L001,PMS2,44.11695248340098
Twist-IDT-1501199_S9_L001,TGFBR1,44.47201796082001
Twist-IDT-1501199_S9_L001,BMPR1A,44.474715681083126
Twist-IDT-1501199_S9_L001,TP53,45.32354813484195
Twist-IDT-1501199_S9_L001,WT1,44.69387455019339
Twist-IDT-1501199_S9_L001,LMNA,44.15295540749407
Twist-IDT-1501199_S9_L001,MYBPC3,45.17113409066921
Twist-IDT-1501199_S9_L001,BRCA2,42.19975278156517
Twist-IDT-1501199_S9_L001,COL3A1,45.81415427416919
Twist-IDT-1501199_S9_L001,TGFBR2,44.379604635466016
Twist-IDT-1501199_S9_L001,RET,45.09775820672008
Twist-IDT-1501199_S9_L001,SDHB,45.31747546902382
Twist-IDT-1501199_S9_L001,MYH7,45.02147538338793
Twist-IDT-1501199_S9_L001,DSP,43.39054873979166
Twist-IDT-1501199_S9_L001,LDLR,44.15503437253452
Twist-IDT-1501199_S9_L001,TSC2,45.43905172809369
Twist-IDT-1501199_S9_L001,VHL,44.09516601594275
Twist-IDT-1501199_S9_L001,OTC,44.803365612279926
Twist-IDT-1501199_S9_L001,APOB,42.7163956462565
Twist-IDT-1501199_S9_L001,MEN1,44.25778875069521
Twist-IDT-1501199_S9_L001,SDHAF2,43.699586392938954
Twist-IDT-1501199_S9_L001,RYR1,45.06789650811597
Twist-IDT-1501199_S9_L001,TPM1,44.60125713252367
Twist-IDT-1501199_S9_L001,SDHC,45.59085507554316
Twist-IDT-1501199_S9_L001,STK11,45.00069493792268
Twist-IDT-1501199_S9_L001,MLH1,44.89712329990178
Twist-IDT-1501199_S9_L001,MSH2,44.256776430873515
Twist-IDT-1501199_S9_L001,APC,42.705713297796116
Twist-IDT-1501199_S9_L001,KCNH2,43.86401942124469
Twist-IDT-1501199_S9_L001,PCSK9,45.70446552427671
Twist-IDT-1501199_S9_L001,GLA,44.59128613738959
AgilentQXT-Twist-0720ME25_S23_L001,SMAD3,48.68775799085924
AgilentQXT-Twist-0720ME25_S23_L001,DSG2,45.77023099829032
AgilentQXT-Twist-0720ME25_S23_L001,SMAD4,46.50036171417613
AgilentQXT-Twist-0720ME25_S23_L001,KCNQ1,49.563252803128144
AgilentQXT-Twist-0720ME25_S23_L001,ACTC1,48.615366652164404
AgilentQXT-Twist-0720ME25_S23_L001,SCN5A,47.531647542257346
AgilentQXT-Twist-0720ME25_S23_L001,MYL2,50.06359272704939
AgilentQXT-Twist-0720ME25_S23_L001,DSC2,46.71915523755134
AgilentQXT-Twist-0720ME25_S23_L001,PKP2,46.89320779333104
AgilentQXT-Twist-0720ME25_S23_L001,PTEN,45.60901984047423
AgilentQXT-Twist-0720ME25_S23_L001,MUTYH,47.23304915965348
AgilentQXT-Twist-0720ME25_S23_L001,RYR2,46.903507821670026
AgilentQXT-Twist-0720ME25_S23_L001,ATP7B,47.07011926053029
AgilentQXT-Twist-0720ME25_S23_L001,ACTA2,47.849732379282514
AgilentQXT-Twist-0720ME25_S23_L001,FBN1,47.728001332920876
AgilentQXT-Twist-0720ME25_S23_L001,NF2,47.95671052500382
AgilentQXT-Twist-0720ME25_S23_L001,TNNT2,49.20775682112099
AgilentQXT-Twist-0720ME25_S23_L001,MSH6,44.47868714247567
AgilentQXT-Twist-0720ME25_S23_L001,TMEM43,49.47776517156026
AgilentQXT-Twist-0720ME25_S23_L001,MYL3,49.95705283481671
AgilentQXT-Twist-0720ME25_S23_L001,RB1,46.03473727020064
AgilentQXT-Twist-0720ME25_S23_L001,TSC1,46.877998021587864
AgilentQXT-Twist-0720ME25_S23_L001,MYH11,47.711984053332166
AgilentQXT-Twist-0720ME25_S23_L001,BRCA1,45.03028213420327
AgilentQXT-Twist-0720ME25_S23_L001,TNNI3,48.829227565254406
AgilentQXT-Twist-0720ME25_S23_L001,PRKAG2,46.89531692143823
AgilentQXT-Twist-0720ME25_S23_L001,CACNA1S,49.21508567851277
AgilentQXT-Twist-0720ME25_S23_L001,PMS2,45.86612214603411
AgilentQXT-Twist-0720ME25_S23_L001,TGFBR1,47.003192073225584
AgilentQXT-Twist-0720ME25_S23_L001,BMPR1A,45.85955524090321
AgilentQXT-Twist-0720ME25_S23_L001,TP53,48.40601780210072
AgilentQXT-Twist-0720ME25_S23_L001,WT1,47.546198588515146
AgilentQXT-Twist-0720ME25_S23_L001,LMNA,47.53269460576419
AgilentQXT-Twist-0720ME25_S23_L001,MYBPC3,49.226040384749915
AgilentQXT-Twist-0720ME25_S23_L001,BRCA2,43.50472102697024
AgilentQXT-Twist-0720ME25_S23_L001,COL3A1,47.12061280851742
AgilentQXT-Twist-0720ME25_S23_L001,TGFBR2,47.35448342714082
AgilentQXT-Twist-0720ME25_S23_L001,RET,48.468940503967545
AgilentQXT-Twist-0720ME25_S23_L001,SDHB,47.59020683530714
AgilentQXT-Twist-0720ME25_S23_L001,MYH7,47.864560337648456
AgilentQXT-Twist-0720ME25_S23_L001,DSP,45.348691189819576
AgilentQXT-Twist-0720ME25_S23_L001,LDLR,46.97878111603542
AgilentQXT-Twist-0720ME25_S23_L001,TSC2,48.77500943070965
AgilentQXT-Twist-0720ME25_S23_L001,VHL,45.90483176962374
AgilentQXT-Twist-0720ME25_S23_L001,OTC,47.270779356289644
AgilentQXT-Twist-0720ME25_S23_L001,APOB,44.70154017364135
AgilentQXT-Twist-0720ME25_S23_L001,MEN1,48.00071922678626
AgilentQXT-Twist-0720ME25_S23_L001,SDHAF2,46.270616802887766
AgilentQXT-Twist-0720ME25_S23_L001,RYR1,48.6433466590236
AgilentQXT-Twist-0720ME25_S23_L001,TPM1,46.61378504999038
AgilentQXT-Twist-0720ME25_S23_L001,SDHC,47.40234889117019
AgilentQXT-Twist-0720ME25_S23_L001,STK11,47.87524416260306
AgilentQXT-Twist-0720ME25_S23_L001,MLH1,46.851428057631715
AgilentQXT-Twist-0720ME25_S23_L001,MSH2,45.68511992667584
AgilentQXT-Twist-0720ME25_S23_L001,APC,43.995677415347615
AgilentQXT-Twist-0720ME25_S23_L001,KCNH2,47.265385218032804
AgilentQXT-Twist-0720ME25_S23_L001,PCSK9,48.3904492079285
AgilentQXT-Twist-0720ME25_S23_L001,GLA,47.306475760942256
Nextera-Agilent-GIAB_S28_L001,SMAD3,41.20844740043606
Nextera-Agilent-GIAB_S28_L001,DSG2,40.25582104439904
Nextera-Agilent-GIAB_S28_L001,SMAD4,41.16921523038457
Nextera-Agilent-GIAB_S28_L001,KCNQ1,41.79898214522916
Nextera-Agilent-GIAB_S28_L001,ACTC1,41.086288895693095
Nextera-Agilent-GIAB_S28_L001,SCN5A,40.379686877906344
Nextera-Agilent-GIAB_S28_L001,MYL2,42.5851501882248
Nextera-Agilent-GIAB_S28_L001,DSC2,41.33456758089048
Nextera-Agilent-GIAB_S28_L001,PKP2,41.204132771052905
Nextera-Agilent-GIAB_S28_L001,PTEN,40.20464336823429
Nextera-Agilent-GIAB_S28_L001,MUTYH,40.39815783317368
Nextera-Agilent-GIAB_S28_L001,RYR2,41.342659218889416
Nextera-Agilent-GIAB_S28_L001,ATP7B,40.376628767055166
Nextera-Agilent-GIAB_S28_L001,ACTA2,41.34381382603597
Nextera-Agilent-GIAB_S28_L001,FBN1,41.828670569981284
Nextera-Agilent-GIAB_S28_L001,NF2,41.23331072792874
Nextera-Agilent-GIAB_S28_L001,TNNT2,43.335703411441905
Nextera-Agilent-GIAB_S28_L001,MSH6,39.3650618619426
Nextera-Agilent-GIAB_S28_L001,TMEM43,41.610804597608706
Nextera-Agilent-GIAB_S28_L001,MYL3,41.132232083005356
Nextera-Agilent-GIAB_S28_L001,RB1,41.07342555475908
Nextera-Agilent-GIAB_S28_L001,TSC1,40.771617874285
Nextera-Agilent-GIAB_S28_L001,MYH11,41.74388074902714
Nextera-Agilent-GIAB_S28_L001,BRCA1,40.43098445313207
Nextera-Agilent-GIAB_S28_L001,TNNI3,41.73771344391209
Nextera-Agilent-GIAB_S28_L001,PRKAG2,41.670304935681614
Nextera-Agilent-GIAB_S28_L001,CACNA1S,41.428812407864534
Nextera-Agilent-GIAB_S28_L001,PMS2,40.8449232675263
Nextera-Agilent-GIAB_S28_L001,TGFBR1,41.27476793841349
Nextera-Agilent-GIAB_S28_L001,BMPR1A,40.658089095469265
Nextera-Agilent-GIAB_S28_L001,TP53,41.010366212215
Nextera-Agilent-GIAB_S28_L001,WT1,41.394922975076504
Nextera-Agilent-GIAB_S28_L001,LMNA,40.46593431504715
Nextera-Agilent-GIAB_S28_L001,MYBPC3,41.21101399316186
Nextera-Agilent-GIAB_S28_L001,BRCA2,39.38650217177869
Nextera-Agilent-GIAB_S28_L001,COL3A1,41.0670459076955
Nextera-Agilent-GIAB_S28_L001,TGFBR2,40.3513994835907
Nextera-Agilent-GIAB_S28_L001,RET,41.09033896353126
Nextera-Agilent-GIAB_S28_L001,SDHB,42.55028091332298
Nextera-Agilent-GIAB_S28_L001,MYH7,41.09150631519716
Nextera-Agilent-GIAB_S28_L001,DSP,39.92019838959057
Nextera-Agilent-GIAB_S28_L001,LDLR,41.017024918948266
Nextera-Agilent-GIAB_S28_L001,TSC2,41.18759557456023
Nextera-Agilent-GIAB_S28_L001,VHL,41.683347575586566
Nextera-Agilent-GIAB_S28_L001,OTC,42.02191010676812
Nextera-Agilent-GIAB_S28_L001,APOB,40.206810405370206
Nextera-Agilent-GIAB_S28_L001,MEN1,40.10966492257694
Nextera-Agilent-GIAB_S28_L001,SDHAF2,40.7179670052772
Nextera-Agilent-GIAB_S28_L001,RYR1,40.76523714190621
Nextera-Agilent-GIAB_S28_L001,TPM1,41.149976915825924
Nextera-Agilent-GIAB_S28_L001,SDHC,41.12530881985353
Nextera-Agilent-GIAB_S28_L001,STK11,40.45854507296737
Nextera-Agilent-GIAB_S28_L001,MLH1,40.86934808440148
Nextera-Agilent-GIAB_S28_L001,MSH2,40.705774956835455
Nextera-Agilent-GIAB_S28_L001,APC,39.66545589268559
Nextera-Agilent-GIAB_S28_L001,KCNH2,40.11950072891055
Nextera-Agilent-GIAB_S28_L001,PCSK9,40.550939223716966
