ABL1,AFF4,AKT2,ALK,APC,AXL,BCL2,BCL3,BCL6,BCR,BRCA1,BRCA2,CBFA2T2,CBFB,CDKN2A,CSF1R,DCC,DEK,EGFR,EPS15,ERBB2,ERG,ETS1,FES,FGF3,FUS,HRAS,IL3,JUN,KIT,KRAS,LCK,LMO1,LMO2,LYL1,MAS1,MCF2,MDM2,MEN1,MYB,MYC,MYH11,NF1,NF2,NFKB2,NOTCH1,NPM1,NRAS,PAX5,PBX1,PIM1,PML,PTEN,RAF1,RARA,RB1,REL,RET,ROS1,RUNX1,SET,SKI,SMAD2,SMAD4,SRC,TAL1,TAL2,TIAM1,TP53,TSC2,VHL,WRN,WT1,capture
40.43937498966267,41.49285004801124,41.367564116888715,41.36617225668273,39.736324915182585,41.97134392617892,40.978880373649496,41.63351341983632,40.69528472182621,40.95013987176241,40.65357914152576,39.67204403225456,41.93253273299533,42.088452643974286,40.523822267126555,40.99457532614705,42.15644990498996,41.87843530387062,41.646906140351135,42.21274528976351,41.03765202148131,40.95742795464323,41.31756100706684,40.171238990832634,40.996740944362074,41.44000507179862,41.4435540472196,40.8283889970713,39.86387232767337,41.87292173244713,43.0498959839106,40.50899942287954,41.73531610852794,41.89530087435028,40.38101037776365,40.3443973435118,41.727132902973295,41.353463733641824,40.677833861933124,40.909483209168215,39.66388340959188,41.87039496078123,41.168835040933665,41.643476235446066,40.15671374125798,40.41850337445152,37.74498591228244,43.153010249018934,41.66914955194179,41.80818681019578,41.16604239532235,40.52219996160388,40.70768554666663,41.543401020336866,41.40356727305554,41.45345688727017,40.71696513137572,41.30796863094721,41.499433936117285,40.634065199501,40.66764106193041,40.50301555654958,42.349916210745185,40.72141458857428,41.7829617938792,40.761157106641555,40.723674413356214,41.38208514030759,41.24686847562881,41.50453869531073,40.00093496604472,42.023893119406445,41.56485992440005,Nextera
42.137386694133795,44.32937611157069,44.62768662072741,44.6134921841703,41.4573044281199,43.44159230515212,46.082034396421186,48.08696562334566,44.25514869715293,43.77906424876073,43.7466551335822,44.75820874451175,43.89445655341365,53.1330812955813,47.027811312318356,42.987260179081254,45.9236143839308,40.71181402439024,43.06315550569506,46.018035572982505,44.999264304615366,44.349901487838245,43.32608000406023,44.9601176973166,46.826803022254644,46.20733138116973,44.18883875362449,40.37581210778886,45.571271590616135,43.278481838346536,45.575636574074075,43.62137100264573,44.735395637821235,43.647045266161705,50.36728120560806,41.7886781676188,46.268936286039434,46.38736683606249,44.78778905736229,43.86223032574399,43.27163602400165,43.55548563219567,44.77343806305442,43.04399726526849,43.89703346570146,44.28537268752578,47.25604395604395,45.4013324736729,44.06209950535095,44.953882523080935,44.04639103881528,42.843077916718414,46.80293258407872,44.98171552721685,42.115675661930275,44.272877725856695,45.57327183389193,43.33643766757706,43.72604015407512,47.26166731956206,44.74218374218374,44.48804696008389,47.39651160181321,41.75254915366785,45.46941553725207,49.631102775429696,43.15339005745448,42.626946068435124,42.25434006327886,45.0003595729154,47.20517239237896,44.19254348914336,47.34817614447365,NexteraCap
41.88731906614956,42.028569047850134,41.8420843307589,42.28408085153901,41.37864203918863,42.67754952991365,41.46526290253738,46.09696477258573,41.54235186989408,42.38989364151293,41.71434598920109,41.891433452608275,42.74980182686785,48.37344498747479,49.671731488463266,41.46290531107466,42.74091888860883,42.99029557382882,42.24898563240466,43.28469563629313,42.40398148481587,42.59402245082438,41.59628247297167,42.16881462830049,45.86600621486894,42.288914518610575,43.700345287309666,41.08449057419627,44.73543458587614,42.963631348675065,42.71638532749602,41.43165303842249,43.54280008316577,45.49383154161136,46.18937378012805,40.663320121246464,43.238679793365236,42.311888587788275,42.980571973623874,42.299508401495444,41.130570845899754,42.23920726911666,42.455925074122405,43.27844236040539,43.53553588147695,43.83111997951578,42.855036109277236,44.65002516606851,42.571229185636746,42.26778501387785,43.776619629140136,41.36297809436557,44.58879215960029,43.112967459253774,42.46035276520985,43.76807205647888,42.08964729089556,43.140899624500676,42.91959033698815,46.13830753494932,43.65339719219279,44.16097426150242,42.51941622872093,42.546066966232175,42.309786923162655,44.322681947714806,40.689168269198426,42.49074798170262,42.451703187512955,42.746377071250805,47.275600776183566,43.56572240121205,43.03639430308218,NexteraCap
44.03460498783274,44.12913975814546,44.50175700212259,44.29252390613115,42.816493839386766,46.005323249822965,42.52871563450946,45.96264977191351,44.6973694220185,46.29446859651511,43.40126247644087,42.678109593161146,44.27805546933079,44.214651558419035,42.96962518544161,45.1597493375639,44.44233480392192,43.60232309784304,44.894518410743615,44.9171239686239,45.109670639395226,45.20344172764714,44.8960527523537,45.06542552485538,44.87084322864777,44.039331351649366,46.13486643227052,44.4774441361125,42.38170070158976,44.25886481522129,43.10296410393865,44.33445537186811,45.25770955894866,44.87003414186795,44.175443078841404,44.0679137029308,44.613852961794414,43.478872620322335,44.15486261549699,44.6216163066995,43.57643312875365,45.35502312448668,43.91343374377292,45.60394512478624,44.629963398641166,44.628234929061755,44.502872634828705,44.27751708845346,45.49778995646165,45.05925969281491,43.989214132173096,43.06495798723848,45.37655179321729,45.56486880081916,45.00065493736713,44.417279658475316,43.48344133624261,45.013536099522064,44.0253186901702,43.666350146157235,43.757275456486866,43.97197998009694,43.485342550346424,44.70963599195487,44.86698959764908,43.14368821790981,43.952488895130706,44.47621327748726,45.008570294521135,45.23001298980119,43.94679385895168,44.554300565907994,45.13360378935988,Twist
44.65435723036034,44.60069398202719,45.59082324460194,46.21442720383441,43.4327744767435,46.72692268550077,44.055640428708244,46.72432311429477,45.259428999927074,45.84371522030791,44.445882767012314,42.820307202731186,46.494537737207416,48.29541777433455,44.237916180343746,46.13642438159953,45.58360610645139,45.66932011393685,45.97642499298697,46.51341608128691,46.745569516236436,45.556166917333094,46.030846402037504,46.684606233216435,46.52616976878714,46.05802466940934,46.237501684568485,47.243761359597485,43.913772282501796,45.62852900425393,45.30090408292865,44.75830912050426,46.74763016011218,44.91014117322778,46.101575143283085,43.8769517429822,46.40385276626015,45.12816005215701,44.3965197548998,46.0021481240373,43.92409934771434,45.99311091943486,45.318145599741406,46.857583581500954,45.761780022026606,45.34649564244796,42.973389190041765,46.70077202678739,46.5857630360961,45.96894692722434,44.86719656457227,44.443837944763985,44.211067279102345,46.218432985769276,46.768467759206274,45.04934830398917,43.56163829109879,45.91176335468277,45.25088654365355,46.28863009963033,43.78160901004235,44.732675507916525,44.37444155566503,46.38443530785028,46.340250969724956,44.978487642999774,45.21993039492764,45.323142232797736,46.082414746629226,46.1166947903472,45.4768903917599,45.45394998331691,45.675135390233,Twist
43.899375246202155,44.064743140973675,44.391034779488244,44.917106401230015,43.17007040886395,45.490818030501984,43.48152984350567,44.2179384552343,44.55885895239383,44.72743096953292,43.6074148816677,42.78692182766964,45.38917916771472,45.90397398487573,42.74746186523421,44.978543847833606,44.908146290233965,44.30391126849999,44.861973051251354,45.093439409613104,45.08944116538665,44.42462690772709,45.02505938951604,45.06246907594944,44.18679334607005,45.980885100532625,44.75048244685545,45.43390763240121,42.22076678690707,44.95766394116551,45.064222127296645,44.16209480807662,44.04368644805592,43.18158777546944,43.39829009431549,42.94326073629124,46.11308890416534,44.70817955445676,43.53642255356462,44.62617937044456,42.87827985061389,44.84746939275333,44.50325284068696,45.91350755881142,44.686240002721085,44.16305606402016,42.8793347434027,45.91861762725964,45.43699402976652,45.33656264855674,44.21375649821283,43.43087350688102,44.107581295749966,45.38680206053485,44.40448345575611,44.6492704520887,43.22512984798596,44.88380524795581,44.92155798763377,43.56476697906507,43.71427756192384,43.665716044930015,43.99812699360262,44.927522064836836,44.84046689424218,43.75438531709594,43.97576875511724,44.573246845700865,45.104062090077676,44.87336515753172,44.19380059395111,44.629534315607174,44.12289801022958,KAPAEnzyme
42.63632520409919,43.12601694946916,44.20812750382199,43.726498570501235,42.10916064299064,44.54426243275106,42.41224344086703,44.812289983100484,42.92973489470123,43.87950890483771,42.688211701075154,42.13845548370384,43.555611382467774,45.63221255939704,42.54920625827203,43.14830881073724,44.35369936932089,43.26595026258411,44.00447000480083,44.607539882862326,43.92841617172642,43.47266915722274,43.634058925067194,43.154376020084285,42.61951994752098,44.89767296458732,43.36325037451057,43.93849235413925,41.36604409014559,44.34125348535526,43.8449544283547,43.04651149444146,43.69279676223841,44.49708150945742,44.00836615213061,41.83146329680793,44.218218831386125,44.1924155524678,42.444357999378354,44.27565080019153,41.60306688975314,43.792507876777265,43.9715224307441,45.189558468314594,42.966603201559835,43.03056250864792,42.55828611335882,44.76239296973936,45.082837225788055,43.16371217545587,43.99640020767789,42.18953571651064,42.94163969456058,44.38726139512,43.927350143745294,44.29079763207949,42.43842665049168,44.067436761008935,43.92416622890564,44.16531779321581,42.86179867026793,43.28591139261549,44.57193490298509,44.92936038112789,43.11575276590857,43.34646890156972,42.99423302559808,43.426186698755934,43.587156105268484,44.12809814317069,42.90044120051524,44.143296406213175,44.26899427574715,Nextera
43.634716388467865,42.85105147560573,44.410308979720725,43.8797145513618,41.90515884655221,46.19955531382768,41.12903298656414,46.36969275387548,44.4174628931152,45.77671587458787,42.76888061262057,40.92805237149962,44.657076459576516,42.69614479313433,42.76803505862179,45.455678167107095,43.86370708581939,43.483588606286965,43.983814217527865,44.0699042756813,45.3100002972545,44.215894853529015,44.5787207069669,45.340748292206264,43.94351230104258,43.54885898633901,45.61978642642553,44.01702729635278,42.074806057357655,44.0461865254606,43.10307113124721,44.03474609064637,44.1444969591303,44.361465414076235,44.93952708124376,42.77573682055026,43.210173129772954,42.71891729732266,43.77408673892288,43.46425662639073,42.20508363876465,44.587061564122614,43.00839415869155,45.59785386208004,44.76392114301644,44.774935516002095,42.84001434148867,45.73980940227868,45.25709633831385,43.67274055648247,43.97509014657834,43.30224446401848,43.409401827787754,45.095842301837806,44.66064696145014,43.21112785895022,42.46953429241594,45.053406474920074,43.197919548595486,44.51448620372771,44.045910995479495,44.16762573212216,43.581212526531324,43.760220704229944,44.89946491669345,44.57647181717117,42.782968392397734,43.87467708176787,45.35447318521072,45.67180591984571,43.23936915504754,43.38853302592909,44.670897032866066,AgilentQXT
42.803307283483996,45.6152883294437,45.95775621116456,43.84898600873311,43.75003836533002,44.06986223922447,42.748943632912436,49.51837483391722,45.9862147944183,43.94356160106394,42.84554562686163,44.031461932181706,44.242675407698755,49.70234604105572,56.87829997870982,43.641460355129716,42.66032874948447,50.00781057810578,44.91043313608481,45.54679713551135,42.446617197026285,43.87636461499493,42.25356467418798,44.56363983898579,46.68241071428571,42.715960850743464,43.74291571622822,46.604194318314114,43.818856298217874,46.3700839070568,43.719060523938566,42.881489156804115,44.47944330711477,42.279059022341045,47.69211370930766,43.217787770675386,45.91404074343857,42.2460668633235,43.73786554892205,43.89015124568346,42.93731297663015,43.80114055690772,45.75665084009119,45.76261441898696,45.73877524723252,46.00163903276076,42.014652014652015,48.405660377358494,41.174433003115176,48.15216256553843,48.5611985472155,41.976499075627586,43.20968113124663,44.96482760274301,44.90722363766442,44.44239043023724,43.111938202247195,46.100287779600045,45.74170077914887,47.92099952417158,45.52785671995264,51.708007991324216,43.74966598961859,41.54844704712755,47.6664121796606,49.648170856325365,42.698144902132626,43.91766013425557,44.57934201976885,44.89852246817237,48.29663536776213,42.21063336494889,48.82163895790929,NexteraCap
42.84778220439631,42.74367590790232,43.412050273255254,43.7560192910532,42.168348846658894,43.22416305984491,47.37623836211307,48.76808746452288,42.62330255308011,43.804457418587006,42.49660561138885,42.31186823820946,43.40692391109278,50.085959687314585,49.3352200468756,43.20915555397629,43.457495412343604,43.924075792970676,43.22816317671932,43.870557600562385,43.270720236486376,42.53868594302589,43.559557091398645,43.48813402020379,49.94373839736908,43.68288339173854,44.73429953300925,42.814234708647895,46.62379200172494,43.77249900601975,44.856957372166455,41.85595767776807,45.58791478432662,47.77466564528168,47.243921215418915,41.73328479872951,44.11224304760136,42.94215580092273,43.082332159892644,43.382495534416925,42.2610884524902,43.12440131288483,43.849105080582795,44.2681559465238,45.26479928335062,44.8218195437248,44.616689144161285,44.814593738283996,44.971459409261,43.31433445381662,46.12193724492173,42.55580164910329,44.46192524063945,44.097885842630696,42.89137677394117,45.33268629587474,43.06699493676661,44.25160703206851,43.20285135068438,48.35019960149558,43.526218162593686,47.618795122294095,44.03209826267981,43.61400310387066,44.25532948415584,48.71165160597807,41.595880941585484,43.14939982786551,43.52353826463756,43.41757330524481,48.38421750399359,43.98943799335933,49.187887779993474,NexteraCap
