ACTA2,ACTC1,APC,APOB,ATP7B,BMPR1A,BRCA1,BRCA2,CACNA1S,COL3A1,DSC2,DSG2,DSP,FBN1,GLA,KCNH2,KCNQ1,LDLR,LMNA,MEN1,MLH1,MSH2,MSH6,MUTYH,MYBPC3,MYH11,MYH7,MYL2,MYL3,NF2,OTC,PCSK9,PKP2,PMS2,PRKAG2,PTEN,RB1,RET,RYR1,RYR2,SCN5A,SDHAF2,SDHB,SDHC,SMAD3,SMAD4,STK11,TGFBR1,TGFBR2,TMEM43,TNNI3,TNNT2,TP53,TPM1,TSC1,TSC2,VHL,WT1,capture
42.11067291363555,41.51526022000247,39.736324915182585,40.321249165705545,40.786610591174224,40.86666865176981,40.65357914152576,39.67204403225456,41.65919577780024,41.39284936947597,41.508802403151186,40.38435334475702,40.20585148443882,42.26754950219618,41.103644494137804,40.3289734608474,42.24717566300813,41.539244493454646,40.905813269975845,40.677833861933124,40.97374079641152,41.3346934299822,39.62992718611622,40.437533082742284,41.083278967800936,41.87039496078123,41.161353206403014,43.166150625227736,41.660460993623,41.643476235446066,41.69041191757017,40.720304227858016,41.02639047701417,41.12705414922889,41.954016110678225,40.70768554666663,41.45345688727017,41.30796863094721,41.11087881843244,41.432570917996344,40.68714109857301,41.0064394538093,41.84871101545489,41.784689114992986,41.857835973345786,40.72141458857428,40.41912427700672,41.94440631846468,40.99599276141451,41.9761722909357,41.683849622373465,43.07939054464165,41.24686847562881,41.60194928149453,41.20407484442747,41.50453869531073,40.00093496604472,41.56485992440005,Nextera
44.85932901090005,42.88439720867433,41.4573044281199,42.20935038662765,42.99177145319788,47.131828836258954,43.7466551335822,44.75820874451175,43.77033178054289,45.836366829179084,43.55822391174317,43.38543902332789,43.64184591284846,45.07816136313296,44.47673332620849,45.0969399707203,45.82765665847245,42.875330297846794,44.4182074127233,44.78778905736229,42.76918982405805,42.445018433179726,43.38677951054636,42.72141819173734,43.012553003435784,43.55548563219567,43.43415091677022,45.50455252238521,44.74885859695929,43.04399726526849,42.32837607156878,45.60248149917961,43.06311307982392,44.17519483786916,43.81425188338232,46.80293258407872,44.272877725856695,43.33643766757706,43.714312032875156,44.671418821933884,42.81349575023491,48.3994575045208,44.10702977761025,45.101979805836436,44.086341792735126,41.75254915366785,47.06479549150329,45.091995103617116,43.3072408706796,44.07583752216961,46.06905072711161,45.955639512506046,42.25434006327886,48.46680393880197,43.82337912671275,45.0003595729154,47.20517239237896,47.34817614447365,NexteraCap
41.39827649604841,42.40103638773565,41.37864203918863,41.29829721702696,41.87401434252512,42.46038617313884,41.71434598920109,41.891433452608275,42.561378078159905,43.12241783394141,42.334052870676736,41.62967083395465,42.04291572712562,42.27450023341205,42.721718544542675,42.70307805840568,43.631769816497005,42.428623129998314,42.46197982208547,42.980571973623874,42.917829656803235,42.210587524085675,42.15373339129607,41.77380458316099,42.067783235690946,42.23920726911666,41.68107008648602,44.83652682582562,42.006307206234105,43.27844236040539,43.04717761884063,43.804443796700255,43.05941047097873,42.295479999161465,44.061562090245225,44.58879215960029,43.76807205647888,43.140899624500676,42.736614655268355,42.91477148522818,41.33159364985676,41.599258146803415,42.95197342944394,43.11925723985843,42.13381180456641,42.546066966232175,45.08752913581161,41.909882096530275,43.269516540789695,43.15043700919108,42.971248608801815,43.56900376431685,42.451703187512955,45.76862280756709,42.59712850859842,42.746377071250805,47.275600776183566,43.03639430308218,NexteraCap
44.945745717334724,45.25530830621721,42.816493839386766,42.979763289994146,44.74185413088492,44.21845827041616,43.40126247644087,42.678109593161146,45.71331634687,45.666250089044176,44.03495024103135,43.23586695449208,43.47926239338228,44.32894397202673,43.77627307679572,43.651109605335364,45.53742298203964,44.62872582211966,44.783156809088695,44.15486261549699,45.78180777642336,43.249006218152786,42.52854882605198,44.66137154735529,45.03985711489291,45.35502312448668,45.231383246528,46.17829726891159,45.243439612505334,45.60394512478624,43.94876104623379,45.816269392380136,44.79376618741264,43.4125762696974,45.06236261306898,45.37655179321729,44.417279658475316,45.013536099522064,44.93569063144133,44.81171701998144,44.450179430927385,43.83918285475116,46.2445085848144,45.24153997078369,45.40283550185484,44.70963599195487,44.93446558170716,44.41293330285923,44.718675436192115,46.451775366740826,44.80403181492855,46.99621304625854,45.008570294521135,44.52247455012864,44.80239918388981,45.23001298980119,43.94679385895168,45.13360378935988,Twist
46.49972275336272,45.49533775182798,43.4327744767435,43.51983980242779,45.40936953350685,45.400558075206376,44.445882767012314,42.820307202731186,46.96491392390779,46.82955580730144,45.148422423670105,43.99052627863954,44.431313860025504,46.233892471379505,45.55215988278178,44.42373232799327,47.80221592228168,45.55624569560502,46.02917758191402,44.3965197548998,46.289007154620755,45.281270255306666,43.21678936265025,45.65341887562217,45.88334198408022,45.99311091943486,45.821786447747954,46.55504329795875,48.50131043499553,46.857583581500954,45.39335487330454,46.29541323701798,44.8889436861229,45.02862311848134,45.95131798624251,44.211067279102345,45.04934830398917,45.91176335468277,46.151384615051825,45.709003082445456,45.28822701484426,44.908870103396275,47.29527873657236,44.90749498801621,44.77206723915658,46.38443530785028,46.52031895063119,45.71840139879137,45.107390982075145,47.3282957643923,46.74582666071125,48.61971131993277,46.082414746629226,46.0518054863438,45.822801554578895,46.1166947903472,45.4768903917599,45.675135390233,Twist
45.20639451536832,44.4027140530674,43.17007040886395,43.14937669059873,44.2878284945631,44.55146334452051,43.6074148816677,42.78692182766964,45.37211647809277,45.488687821966536,44.71952720033334,44.22203688383913,43.38129645892906,45.34947295979319,44.54805700768892,43.52484779583317,44.56079172291028,44.106113729890446,44.897291684125385,43.53642255356462,45.19548459027238,43.98555860791557,42.73147708872068,44.82765756459757,45.28695959731109,44.84746939275333,44.9819887414294,45.98977200373105,45.9393353378028,45.91350755881142,45.0681996445618,44.98502853827174,44.35530533660013,44.171326949183154,46.476183306242085,44.107581295749966,44.6492704520887,44.88380524795581,44.818467804218685,45.0241537419888,44.48912845573892,44.79045276743934,46.22692135451027,45.33935294263304,44.138017120603074,44.927522064836836,43.51872383587769,44.50824540732241,44.640048821093345,46.27380133995034,45.01194265625763,47.25984288701678,45.104062090077676,45.19527694154857,44.719465242968454,44.87336515753172,44.19380059395111,44.12289801022958,KAPAEnzyme
43.7592284058162,42.93567255260013,42.10916064299064,41.97098076487535,43.49070791203045,43.105618607162924,42.688211701075154,42.13845548370384,44.35312512998306,44.72426736664417,44.44515157595229,43.46621717825332,42.37519773490615,45.07931630806078,44.670229150478185,42.36423006607117,45.175808314078346,43.776479550988306,43.29982000375267,42.444357999378354,44.560516851303305,43.93909883046431,42.216481702310155,42.63324895055935,43.360206314322205,43.792507876777265,43.270030958310095,46.09491019410383,43.83629978787745,45.189558468314594,44.22828566973703,43.12220691943823,43.00576709146836,42.89225751376461,44.497694575425754,42.94163969456058,44.29079763207949,44.067436761008935,43.62026445517773,44.18404730338342,42.86664755986702,43.25625073251928,44.11339700148513,43.26955922411297,43.45177935151763,44.92936038112789,43.05896922103354,44.7069473091386,43.381638163145354,45.67705442137746,44.8170387496365,45.102161329992505,43.587156105268484,43.70831034402404,43.96611626918458,44.12809814317069,42.90044120051524,44.26899427574715,Nextera
44.620757111942865,43.860387158289,41.90515884655221,42.10372364592211,43.834276884235756,43.470786736967995,42.76888061262057,40.92805237149962,45.665292346677035,44.609547851182896,43.35550648506827,43.143409456350604,42.76645323348726,43.74778837504928,44.75815459694419,44.58027772038941,45.86490964143588,44.144337030830414,43.94164669873442,43.77408673892288,43.6243420453221,42.9036362749409,42.30558867766685,44.01793614143204,45.21341069664245,44.587061564122614,44.50004155514752,45.71881665163785,45.641594258374326,45.59785386208004,42.912750176458175,45.41620502653644,43.85247309187928,43.42017614404777,44.57930730242152,43.409401827787754,43.21112785895022,45.053406474920074,45.14956116358058,43.87865561648619,44.35426616703618,41.920013119658286,45.55652574892929,44.5303559690669,45.50178069957327,43.760220704229944,45.35993327699922,42.94043996267189,43.55000503036354,46.5011722555712,45.87722800871079,47.62791531091664,45.35447318521072,43.75408143617024,44.222271805376145,45.67180591984571,43.23936915504754,44.670897032866066,AgilentQXT
48.05426024363234,45.89025360943966,43.75003836533002,42.3376381446393,43.16654907147546,46.06967347897581,42.84554562686163,44.031461932181706,45.247839575134634,47.70778583718578,46.99897986715707,42.69859460018149,43.293693887908155,45.96166534553801,42.99992708901612,43.66401539152,44.732879610162044,44.74668162843826,44.14888205030161,43.73786554892205,47.29151696606787,44.36450872359963,42.20032483758121,45.660036251342646,44.137211938260684,43.80114055690772,44.9902258062755,45.73479225242112,51.52210627832097,45.76261441898696,47.814878608923884,43.89098430270017,42.00790903865984,49.51629987298581,45.97154150586471,43.20968113124663,44.44239043023724,46.100287779600045,45.174577097425136,43.81662759688959,43.50806897813055,36.5586917562724,40.158593563053365,41.61313866313866,47.480512059047236,41.54844704712755,46.590913682980904,44.90872549019608,45.450224938460224,43.50651622146467,47.64318388465827,48.030625951684776,44.57934201976885,44.92905152998611,44.727487303625345,44.89852246817237,48.29663536776213,48.82163895790929,NexteraCap
43.73574364125954,42.97314973152568,42.168348846658894,41.89556199684918,42.62619134749205,43.83727090435804,42.49660561138885,42.31186823820946,43.4471507973742,44.10913113936765,43.77498641320206,42.98153765148149,42.682523611000626,44.22526335807915,43.56955495187248,44.686827246286,44.97044310429585,42.62355949286292,43.30929816450222,43.082332159892644,43.604885382781326,43.207847580379884,42.32209866739962,42.83523952874367,43.221990972646324,43.12440131288483,42.96904617583832,45.54644524610216,43.09879411403207,44.2681559465238,43.86830095732719,44.19394034955403,44.05074271160065,43.15789656081309,44.674369431004955,44.46192524063945,45.33268629587474,44.25160703206851,43.46153507274145,43.44792554187157,42.15133855064078,42.53726900912087,45.06198558701876,43.1487812083598,43.419292111119695,43.61400310387066,45.09824174563112,42.50855199696882,43.24444001998644,44.299057179625756,44.298000705708475,44.79171082125983,43.52353826463756,47.296384964913,43.11023711521906,43.41757330524481,48.38421750399359,49.187887779993474,NexteraCap
