sample name,LDLR,ACTA2,MYH7,ATP7B,MEN1,APOB,TSC2,TNNT2,ACTC1,SCN5A,TGFBR1,BMPR1A,KCNQ1,GLA,SMAD4,SMAD3,LMNA,MUTYH,CACNA1S,APC,SDHB,PRKAG2,RET,TNNI3,MYH11,BRCA1,MLH1,SDHC,TMEM43,RYR1,TPM1,VHL,OTC,DSP,MSH2,RB1,RYR2,SDHAF2,MSH6,FBN1,MYL2,WT1,BRCA2,DSG2,PKP2,PTEN,DSC2,TGFBR2,TP53,MYBPC3,KCNH2,COL3A1,PMS2,PCSK9,STK11,NF2,TSC1,MYL3
Twist-Roche-1501199_S2_L001,1.0, 'NaN', 1.0, 'NaN', 1.0, 1.0, 'NaN', 'NaN', 'NaN', 1.0, 'NaN', 'NaN', 1.0, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 1.0, 1.0, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 1.0, 1.0, 'NaN', 'NaN', 'NaN', 'NaN', 1.0, 'NaN', 1.0, 'NaN', 1.0, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 1.0, 'NaN', 'NaN', 'NaN', 'NaN'
NexteraCap-Twist-1501199_S33_L001,1.0, 'NaN', 1.0, 'NaN', 1.0, 'NaN', 'NaN', 'NaN', 'NaN', 1.0, 'NaN', 'NaN', 1.0, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 1.0, 1.0, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 1.0, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 1.0, 'NaN', 1.0, 'NaN', 1.0, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 1.0, 'NaN', 'NaN', 'NaN', 'NaN'
Nextera-Roche-GIAB_S42_L002,1.0, 'NaN', 1.0, 'NaN', 1.0, 1.0, 'NaN', 'NaN', 'NaN', 1.0, 'NaN', 'NaN', 1.0, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 0.995101415997, 1.0, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 1.0, 1.0, 'NaN', 'NaN', 'NaN', 'NaN', 1.0, 'NaN', 1.0, 'NaN', 1.0, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 1.0, 'NaN', 'NaN', 'NaN', 'NaN'
KAPACovaris-Roche-110465_S63_L002,1.0, 'NaN', 1.0, 'NaN', 1.0, 2.08510638298, 'NaN', 'NaN', 'NaN', 1.0, 'NaN', 'NaN', 1.0, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 1.0, 1.0, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 1.0, 1.0, 'NaN', 'NaN', 'NaN', 'NaN', 1.0, 'NaN', 1.0, 'NaN', 1.0, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 1.0, 'NaN', 'NaN', 'NaN', 'NaN'
NexteraCap-IDT-GIAB_S56_L002,1.0, 'NaN', 1.0, 'NaN', 1.0, 'NaN', 'NaN', 'NaN', 'NaN', 1.0, 'NaN', 'NaN', 1.0, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 1.0, 1.0, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 1.0, 1.0, 'NaN', 'NaN', 'NaN', 'NaN', 1.0, 'NaN', 1.0, 'NaN', 1.0, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 1.0, 'NaN', 'NaN', 'NaN', 'NaN'
KAPAEnzyme-Roche-GIAB_S68_L002,1.0, 'NaN', 1.0, 'NaN', 1.0, 1.0, 'NaN', 'NaN', 'NaN', 1.0, 'NaN', 'NaN', 1.0, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 1.0, 1.0, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 1.0, 1.0, 'NaN', 'NaN', 'NaN', 'NaN', 1.0, 'NaN', 1.0, 'NaN', 1.0, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 1.0, 'NaN', 'NaN', 'NaN', 'NaN'
Nextera-Agilent-110465_S27_L001,1.0, 'NaN', 1.0, 'NaN', 1.0, 1.69230769231, 'NaN', 'NaN', 'NaN', 1.0, 'NaN', 'NaN', 1.0, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 1.0, 1.0, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 1.0, 1.0, 'NaN', 'NaN', 'NaN', 'NaN', 1.0, 'NaN', 1.0, 'NaN', 1.0, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 1.0, 'NaN', 'NaN', 'NaN', 'NaN'
NexteraCap-Twist-0720ME25_S34_L001,1.0, 'NaN', 1.0, 'NaN', 1.0, 'NaN', 'NaN', 'NaN', 'NaN', 1.0, 'NaN', 'NaN', 1.0, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 0.997309228505, 1.0, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 1.0, 1.0, 'NaN', 'NaN', 'NaN', 'NaN', 1.0, 'NaN', 1.0, 'NaN', 1.0, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 1.0, 'NaN', 'NaN', 'NaN', 'NaN'
KAPAEnzyme-IDT-110465_S43_L002,1.0, 'NaN', 1.0, 'NaN', 1.0, 1.5, 'NaN', 'NaN', 'NaN', 1.0, 'NaN', 'NaN', 1.0, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 0.999870214147, 1.0, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 1.0, 1.0, 'NaN', 'NaN', 'NaN', 'NaN', 1.0, 'NaN', 1.0, 'NaN', 1.0, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 1.0, 'NaN', 'NaN', 'NaN', 'NaN'
KAPAEnzyme-Roche-1501199_S65_L002,1.0, 'NaN', 1.0, 'NaN', 1.0, 1.03488372093, 'NaN', 'NaN', 'NaN', 1.0, 'NaN', 'NaN', 1.0, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 0.999912203687, 1.0, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 1.0, 1.0, 'NaN', 'NaN', 'NaN', 'NaN', 1.0, 'NaN', 0.997042850945, 'NaN', 1.0, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 1.0, 'NaN', 'NaN', 'NaN', 'NaN'
